中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度,峰值速度数值
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,5 ms,1608 Mbps,205824 kB/s,205824.0
18.216.55.100,443,18.216.55.100,US,Columbus,中转,26 ms,787 Mbps,100761 kB/s,100761.0
43.153.103.203,443,43.153.103.203,US,San Jose,中转,64 ms,492 Mbps,62976 kB/s,62976.0
184.169.181.217,443,184.169.181.217,US,San Jose,中转,59 ms,461 Mbps,59084 kB/s,59084.0
43.153.80.208,443,43.153.80.208,US,San Jose,中转,64 ms,400 Mbps,51302 kB/s,51302.0
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,68 ms,360 Mbps,46080 kB/s,46080.0
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,57 ms,352 Mbps,45158 kB/s,45158.0
192.9.139.160,443,192.9.139.160,US,San Jose,中转,65 ms,344 Mbps,44134 kB/s,44134.0
35.197.23.75,443,35.212.170.84,US,Seattle,隧道,73 ms,315 Mbps,40345 kB/s,40345.0
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,97 ms,275 Mbps,35225 kB/s,35225.0
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,90 ms,256 Mbps,32768 kB/s,32768.0
152.70.52.84,443,2606:f240:f00:83a7:0:e7ef:2ff2:16cb,DE,Frankfurt,隧道,90 ms,256 Mbps,32768 kB/s,32768.0
23.94.43.51,443,23.94.43.51,US,Seattle,中转,80 ms,252 Mbps,32256 kB/s,32256.0
35.230.79.26,443,35.212.170.84,US,Seattle,隧道,73 ms,233 Mbps,29900 kB/s,29900.0
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,95 ms,220 Mbps,28262 kB/s,28262.0
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,85 ms,220 Mbps,28160 kB/s,28160.0
198.23.254.51,443,198.23.254.51,US,San Jose,中转,68 ms,200 Mbps,25600 kB/s,25600.0
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,6 ms,166 Mbps,21299 kB/s,21299.0
143.47.178.5,443,2606:f240:f00:5a42:0:e17f:8586:471,DE,Frankfurt,隧道,90 ms,165 Mbps,21196 kB/s,21196.0
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,164 ms,126 Mbps,16179 kB/s,16179.0
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,194 ms,86 Mbps,11059 kB/s,11059.0
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,224 ms,67 Mbps,8657 kB/s,8657.0
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,97 ms,49 Mbps,6312 kB/s,6312.0
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,102 ms,47 Mbps,6116 kB/s,6116.0
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,161 ms,44 Mbps,5694 kB/s,5694.0
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,235 ms,39 Mbps,5117 kB/s,5117.0
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,165 ms,38 Mbps,4956 kB/s,4956.0
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,243 ms,38 Mbps,4934 kB/s,4934.0
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,160 ms,34 Mbps,4448 kB/s,4448.0
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,200 ms,24 Mbps,3155 kB/s,3155.0
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,99 ms,20 Mbps,2596 kB/s,2596.0
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,237 ms,16 Mbps,2153 kB/s,2153.0
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,230 ms,2 Mbps,322 kB/s,322.0
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,156 ms,0 Mbps,25 kB/s,25.0
