中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度,峰值速度数值
18.216.55.100,443,18.216.55.100,US,Columbus,中转,12 ms,872 Mbps,111616 kB/s,111616.0
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,53 ms,539 Mbps,69017 kB/s,69017.0
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,51 ms,528 Mbps,67686 kB/s,67686.0
192.9.139.160,443,192.9.139.160,US,San Jose,中转,50 ms,458 Mbps,58675 kB/s,58675.0
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,53 ms,435 Mbps,55705 kB/s,55705.0
23.94.43.51,443,23.94.43.51,US,Seattle,中转,51 ms,426 Mbps,54579 kB/s,54579.0
184.169.181.217,443,184.169.181.217,US,San Jose,中转,70 ms,395 Mbps,50585 kB/s,50585.0
192.9.236.144,443,192.9.236.144,US,San Jose,中转,51 ms,393 Mbps,50380 kB/s,50380.0
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,111 ms,220 Mbps,28160 kB/s,28160.0
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,113 ms,192 Mbps,24576 kB/s,24576.0
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,106 ms,176 Mbps,22630 kB/s,22630.0
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,151 ms,135 Mbps,17305 kB/s,17305.0
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,108 ms,47 Mbps,6072 kB/s,6072.0
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,109 ms,43 Mbps,5627 kB/s,5627.0
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,162 ms,42 Mbps,5455 kB/s,5455.0
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,200 ms,41 Mbps,5310 kB/s,5310.0
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,159 ms,41 Mbps,5267 kB/s,5267.0
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,157 ms,39 Mbps,5085 kB/s,5085.0
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,20 ms,6 Mbps,833 kB/s,833.0
129.146.46.164,443,129.146.46.164,296 Mbps,37990 kB/s,,,,,
