中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度,峰值速度数值
35.202.158.120,443,35.202.158.120,US,Chicago,中转,21 ms,659 Mbps,84377 kB/s,84377.0
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,28 ms,520 Mbps,66560 kB/s,66560.0
35.197.23.75,443,35.212.156.18,US,Seattle,隧道,72 ms,510 Mbps,65331 kB/s,65331.0
184.169.181.217,443,184.169.181.217,US,San Jose,中转,53 ms,478 Mbps,61235 kB/s,61235.0
35.230.79.26,443,35.212.156.18,US,Seattle,隧道,51 ms,463 Mbps,59289 kB/s,59289.0
192.9.139.160,443,192.9.139.160,US,Los Angeles,中转,59 ms,445 Mbps,57036 kB/s,57036.0
192.9.146.103,443,192.9.146.103,US,Los Angeles,中转,59 ms,420 Mbps,53760 kB/s,53760.0
23.94.43.51,443,23.94.43.51,US,Seattle,中转,55 ms,408 Mbps,52224 kB/s,52224.0
34.82.76.253,443,34.83.80.46,US,Seattle,隧道,57 ms,373 Mbps,47820 kB/s,47820.0
192.18.134.231,443,192.18.134.231,US,Los Angeles,中转,62 ms,364 Mbps,46592 kB/s,46592.0
18.216.55.100,443,18.216.55.100,US,Chicago,中转,32 ms,362 Mbps,46387 kB/s,46387.0
198.23.254.51,443,198.23.254.51,US,San Jose,中转,65 ms,336 Mbps,43110 kB/s,43110.0
192.18.130.65,443,192.18.130.65,US,Los Angeles,中转,55 ms,332 Mbps,42598 kB/s,42598.0
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,63 ms,284 Mbps,36352 kB/s,36352.0
150.230.44.13,443,150.230.44.13,US,Los Angeles,中转,77 ms,283 Mbps,36249 kB/s,36249.0
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,116 ms,250 Mbps,32051 kB/s,32051.0
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,74 ms,248 Mbps,31744 kB/s,31744.0
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,128 ms,238 Mbps,30515 kB/s,30515.0
129.146.243.241,443,129.146.243.241,US,Los Angeles,中转,85 ms,236 Mbps,30208 kB/s,30208.0
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,119 ms,220 Mbps,28262 kB/s,28262.0
143.47.182.90,443,2a0b:21c0:1007:1c9:0:7a8f:a068:d47a,DE,Frankfurt,隧道,125 ms,188 Mbps,24166 kB/s,24166.0
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,120 ms,182 Mbps,23347 kB/s,23347.0
158.101.208.175,443,2a0b:21c0:100a:1b4:0:f8d0:d155:8734,DE,Frankfurt,隧道,116 ms,180 Mbps,23040 kB/s,23040.0
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,121 ms,179 Mbps,22937 kB/s,22937.0
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,103 ms,176 Mbps,22528 kB/s,22528.0
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,204 ms,136 Mbps,17510 kB/s,17510.0
168.138.149.17,443,168.138.149.17,BR,São Paulo,中转,144 ms,123 Mbps,15769 kB/s,15769.0
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,143 ms,120 Mbps,15360 kB/s,15360.0
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,211 ms,74 Mbps,9538 kB/s,9538.0
129.154.207.203,443,2a09:bac1:3f00::22:105,KR,Seoul,隧道,206 ms,72 Mbps,9235 kB/s,9235.0
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,27 ms,69 Mbps,8875 kB/s,8875.0
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,210 ms,67 Mbps,8614 kB/s,8614.0
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,15 ms,66 Mbps,8553 kB/s,8553.0
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,245 ms,66 Mbps,8489 kB/s,8489.0
129.146.7.98,443,2a09:bac1:76a0:e18::26b:1b,US,Los Angeles,隧道,57 ms,61 Mbps,7864 kB/s,7864.0
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,114 ms,60 Mbps,7764 kB/s,7764.0
