中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度,峰值速度数值
18.216.55.100,443,18.216.55.100,US,Columbus,中转,26 ms,824 Mbps,105472 kB/s,105472.0
184.169.181.217,443,184.169.181.217,US,San Jose,中转,65 ms,453 Mbps,58060 kB/s,58060.0
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,68 ms,371 Mbps,47513 kB/s,47513.0
35.230.79.26,443,35.212.226.106,US,Seattle,隧道,72 ms,351 Mbps,44953 kB/s,44953.0
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,67 ms,310 Mbps,39731 kB/s,39731.0
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,99 ms,297 Mbps,38092 kB/s,38092.0
192.9.139.160,443,192.9.139.160,US,San Jose,中转,63 ms,283 Mbps,36249 kB/s,36249.0
23.94.43.51,443,23.94.43.51,US,Seattle,中转,76 ms,275 Mbps,35225 kB/s,35225.0
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,68 ms,258 Mbps,33075 kB/s,33075.0
141.148.224.123,443,141.148.224.123,NL,Amsterdam,中转,91 ms,253 Mbps,32460 kB/s,32460.0
34.82.76.253,443,34.105.52.138,US,Seattle,隧道,76 ms,252 Mbps,32256 kB/s,32256.0
143.47.178.5,443,143.47.178.5,NL,Amsterdam,中转,91 ms,237 Mbps,30412 kB/s,30412.0
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,96 ms,236 Mbps,30208 kB/s,30208.0
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,93 ms,231 Mbps,29593 kB/s,29593.0
35.197.23.75,443,35.212.226.106,US,Seattle,隧道,74 ms,212 Mbps,27136 kB/s,27136.0
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,170 ms,114 Mbps,14643 kB/s,14643.0
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,13 ms,65 Mbps,8425 kB/s,8425.0
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,92 ms,50 Mbps,6487 kB/s,6487.0
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,93 ms,42 Mbps,5432 kB/s,5432.0
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,173 ms,41 Mbps,5319 kB/s,5319.0
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,176 ms,41 Mbps,5316 kB/s,5316.0
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,171 ms,38 Mbps,4950 kB/s,4950.0
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,216 ms,35 Mbps,4578 kB/s,4578.0
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,212 ms,34 Mbps,4453 kB/s,4453.0
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,226 ms,31 Mbps,4006 kB/s,4006.0
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,245 ms,11 Mbps,1530 kB/s,1530.0
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,93 ms,6 Mbps,838 kB/s,838.0
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,5 ms,3 Mbps,436 kB/s,436.0
158.180.73.138,443,2602:ffe4:407:20da:0:2350:138c:ead,SG,Amsterdam,隧道,266 ms,1 Mbps,137 kB/s,137.0
