中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度,峰值速度数值
184.169.181.217,443,184.169.181.217,US,San Jose,中转,50 ms,550 Mbps,70451 kB/s,70451.0
35.197.23.75,443,35.212.204.241,US,Seattle,隧道,52 ms,509 Mbps,65228 kB/s,65228.0
34.82.76.253,443,136.118.180.134,US,Seattle,隧道,48 ms,508 Mbps,65024 kB/s,65024.0
18.216.55.100,443,18.216.55.100,US,Columbus,中转,28 ms,506 Mbps,64819 kB/s,64819.0
35.230.79.26,443,35.212.204.241,US,Seattle,隧道,50 ms,488 Mbps,62566 kB/s,62566.0
192.9.139.160,443,192.9.139.160,US,San Jose,中转,36 ms,444 Mbps,56832 kB/s,56832.0
192.9.236.144,443,192.9.236.144,US,San Jose,中转,37 ms,372 Mbps,47718 kB/s,47718.0
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,138 ms,156 Mbps,20070 kB/s,20070.0
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,140 ms,137 Mbps,17612 kB/s,17612.0
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,174 ms,92 Mbps,11776 kB/s,11776.0
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,109 ms,49 Mbps,6346 kB/s,6346.0
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,144 ms,41 Mbps,5331 kB/s,5331.0
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,116 ms,40 Mbps,5131 kB/s,5131.0
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,177 ms,38 Mbps,4946 kB/s,4946.0
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,143 ms,35 Mbps,4562 kB/s,4562.0
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,208 ms,26 Mbps,3429 kB/s,3429.0
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,28 ms,7 Mbps,952 kB/s,952.0
