中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度,峰值速度数值
184.169.181.217,443,184.169.181.217,US,San Jose,中转,24 ms,1984 Mbps,253952 kB/s,253952.0
34.82.76.253,443,34.169.18.214,US,Seattle,隧道,26 ms,1000 Mbps,128000 kB/s,128000.0
192.18.130.65,443,192.18.130.65,US,San Jose,中转,2 ms,904 Mbps,115712 kB/s,115712.0
152.67.251.232,443,152.67.251.232,US,San Jose,中转,24 ms,888 Mbps,113664 kB/s,113664.0
35.197.23.75,443,35.212.152.186,US,Seattle,隧道,34 ms,778 Mbps,99635 kB/s,99635.0
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,10 ms,762 Mbps,97587 kB/s,97587.0
23.94.43.51,443,23.94.43.51,US,Seattle,中转,32 ms,640 Mbps,82022 kB/s,82022.0
35.230.79.26,443,35.212.152.186,US,Seattle,隧道,35 ms,592 Mbps,75776 kB/s,75776.0
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,28 ms,443 Mbps,56729 kB/s,56729.0
35.202.158.120,443,35.202.158.120,US,Chicago,中转,61 ms,420 Mbps,53862 kB/s,53862.0
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,35 ms,395 Mbps,50585 kB/s,50585.0
150.230.44.13,443,150.230.44.13,US,San Jose,中转,9 ms,377 Mbps,48332 kB/s,48332.0
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,33 ms,372 Mbps,47718 kB/s,47718.0
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,51 ms,354 Mbps,45363 kB/s,45363.0
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,72 ms,316 Mbps,40448 kB/s,40448.0
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,122 ms,261 Mbps,33484 kB/s,33484.0
18.216.55.100,443,18.216.55.100,US,Columbus,中转,66 ms,253 Mbps,32460 kB/s,32460.0
47.88.15.127,443,47.88.15.127,US,San Jose,中转,34 ms,182 Mbps,23347 kB/s,23347.0
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,145 ms,160 Mbps,20480 kB/s,20480.0
152.67.203.34,443,104.28.207.57,KR,Seoul,隧道,163 ms,153 Mbps,19660 kB/s,19660.0
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,150 ms,147 Mbps,18841 kB/s,18841.0
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,193 ms,134 Mbps,17203 kB/s,17203.0
144.21.42.109,443,2a0b:21c0:100a:1b3:0:e4d2:246f:da55,DE,Frankfurt,隧道,173 ms,132 Mbps,16896 kB/s,16896.0
141.144.199.182,443,2a0b:21c0:100a:1fa:0:1b6d:b0e2:ae9,DE,Frankfurt,隧道,182 ms,128 Mbps,16384 kB/s,16384.0
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,183 ms,128 Mbps,16384 kB/s,16384.0
129.154.207.203,443,2a09:bac1:3f00:90::22:105,KR,Seoul,隧道,144 ms,126 Mbps,16179 kB/s,16179.0
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,160 ms,126 Mbps,16179 kB/s,16179.0
141.147.163.68,443,141.147.163.68,JP,Tokyo,中转,197 ms,120 Mbps,15360 kB/s,15360.0
8.212.48.236,443,47.76.21.105,HK,Hong Kong,隧道,173 ms,119 Mbps,15257 kB/s,15257.0
141.148.236.214,443,2a0b:21c0:100a:1b0:0:7b2c:6be7:b47f,DE,Frankfurt,隧道,184 ms,114 Mbps,14643 kB/s,14643.0
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,161 ms,112 Mbps,14336 kB/s,14336.0
168.138.194.74,443,168.138.194.74,JP,Tokyo,中转,229 ms,108 Mbps,13824 kB/s,13824.0
193.123.182.99,443,2a0b:21c0:1007:c8:0:3df1:ed24:9415,DE,Frankfurt,隧道,192 ms,106 Mbps,13619 kB/s,13619.0
130.61.169.24,443,130.61.169.24,DE,Frankfurt,中转,166 ms,106 Mbps,13619 kB/s,13619.0
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,170 ms,103 Mbps,13209 kB/s,13209.0
138.2.56.246,443,138.2.56.246,JP,Osaka,中转,224 ms,103 Mbps,13209 kB/s,13209.0
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,166 ms,102 Mbps,13107 kB/s,13107.0
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,201 ms,100 Mbps,12902 kB/s,12902.0
138.2.107.107,443,138.2.107.107,SG,Singapore,中转,204 ms,99 Mbps,12697 kB/s,12697.0
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,180 ms,96 Mbps,12390 kB/s,12390.0
141.147.184.160,443,141.147.184.160,JP,Tokyo,中转,169 ms,94 Mbps,12083 kB/s,12083.0
138.2.75.4,443,2603:c024:4512:f299:ad15:4581:5af6:8a,SG,Singapore,隧道,182 ms,93 Mbps,11980 kB/s,11980.0
140.238.60.225,443,140.238.60.225,JP,Tokyo,中转,165 ms,92 Mbps,11776 kB/s,11776.0
138.3.223.15,443,2602:ffe4:407:21d9:0:4df9:5015:54c9,SG,Singapore,隧道,188 ms,91 Mbps,11673 kB/s,11673.0
168.138.149.17,443,168.138.149.17,BR,São Paulo,中转,198 ms,88 Mbps,11366 kB/s,11366.0
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,263 ms,75 Mbps,9685 kB/s,9685.0
144.22.252.124,443,144.22.252.124,BR,São Paulo,中转,201 ms,75 Mbps,9681 kB/s,9681.0
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,200 ms,65 Mbps,8330 kB/s,8330.0
8.212.44.95,443,47.76.21.97,HK,Hong Kong,隧道,152 ms,60 Mbps,7739 kB/s,7739.0
129.146.7.98,443,2a09:bac5:60ec:1846::26b:1b,US,Los Angeles,隧道,29 ms,58 Mbps,7466 kB/s,7466.0
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,31 ms,56 Mbps,7254 kB/s,7254.0
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,172 ms,55 Mbps,7060 kB/s,7060.0
8.222.165.104,443,8.222.165.104,SG,Singapore,中转,317 ms,55 Mbps,7047 kB/s,7047.0
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,76 ms,52 Mbps,6692 kB/s,6692.0
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,143 ms,48 Mbps,6212 kB/s,6212.0
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,29 ms,46 Mbps,6004 kB/s,6004.0
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,85 ms,46 Mbps,5930 kB/s,5930.0
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,162 ms,45 Mbps,5829 kB/s,5829.0
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,64 ms,45 Mbps,5795 kB/s,5795.0
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,647 ms,44 Mbps,5704 kB/s,5704.0
144.24.65.251,443,144.24.65.251,KR,Seoul,中转,145 ms,44 Mbps,5665 kB/s,5665.0
144.24.73.232,443,144.24.73.232,KR,Seoul,中转,168 ms,42 Mbps,5492 kB/s,5492.0
141.147.185.63,443,141.147.185.63,JP,Tokyo,中转,189 ms,42 Mbps,5431 kB/s,5431.0
141.147.147.180,443,141.147.147.180,JP,Osaka,中转,186 ms,41 Mbps,5257 kB/s,5257.0
130.162.144.191,443,2a09:bac5:4757:1a14::299:22,KR,Seoul,隧道,133 ms,41 Mbps,5257 kB/s,5257.0
8.219.192.7,443,8.222.213.200,SG,Singapore,隧道,296 ms,41 Mbps,5256 kB/s,5256.0
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,168 ms,40 Mbps,5180 kB/s,5180.0
168.138.90.241,443,168.138.90.241,CA,Montréal,中转,102 ms,40 Mbps,5143 kB/s,5143.0
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,198 ms,40 Mbps,5133 kB/s,5133.0
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,155 ms,40 Mbps,5120 kB/s,5120.0
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,208 ms,39 Mbps,5079 kB/s,5079.0
146.56.176.143,443,146.56.176.143,KR,Seoul,中转,175 ms,39 Mbps,5061 kB/s,5061.0
8.222.140.92,443,8.222.210.246,SG,Singapore,隧道,297 ms,38 Mbps,4865 kB/s,4865.0
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,193 ms,36 Mbps,4668 kB/s,4668.0
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,143 ms,35 Mbps,4568 kB/s,4568.0
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,232 ms,34 Mbps,4387 kB/s,4387.0
47.90.141.204,443,91.149.239.64,US,Los Angeles,隧道,75 ms,33 Mbps,4325 kB/s,4325.0
144.24.90.107,443,2603:c024:4:da6e:29b:6c99:385b:c051,KR,Seoul,隧道,169 ms,33 Mbps,4234 kB/s,4234.0
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,191 ms,29 Mbps,3797 kB/s,3797.0
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,63 ms,26 Mbps,3340 kB/s,3340.0
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,169 ms,25 Mbps,3297 kB/s,3297.0
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,95 ms,24 Mbps,3191 kB/s,3191.0
138.3.240.63,443,138.3.240.63,DE,Frankfurt,中转,198 ms,24 Mbps,3165 kB/s,3165.0
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,206 ms,19 Mbps,2521 kB/s,2521.0
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,190 ms,19 Mbps,2500 kB/s,2500.0
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,173 ms,15 Mbps,2010 kB/s,2010.0
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,217 ms,12 Mbps,1618 kB/s,1618.0
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,167 ms,12 Mbps,1607 kB/s,1607.0
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,97 ms,5 Mbps,670 kB/s,670.0
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,182 ms,3 Mbps,466 kB/s,466.0
47.57.245.232,443,47.88.7.145,US,San Jose,隧道,176 ms,3 Mbps,385 kB/s,385.0
152.70.90.168,443,2603:c022:8004:1505::5,KR,Seoul,隧道,175 ms,2 Mbps,376 kB/s,376.0
47.57.14.118,443,47.254.95.194,US,San Jose,隧道,214 ms,1 Mbps,234 kB/s,234.0
8.210.58.6,443,8.210.58.6,HK,Hong Kong,中转,161 ms,1 Mbps,161 kB/s,161.0
155.248.181.189,443,155.248.181.189,JP,Tokyo,中转,543 ms,0 Mbps,127 kB/s,127.0
47.89.244.253,443,47.89.244.253,US,San Jose,中转,44 ms,0 Mbps,39 kB/s,39.0
47.254.65.110,443,47.254.65.110,US,San Jose,中转,12 ms,0 Mbps,8 kB/s,8.0
