中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度,峰值速度数值
184.169.181.217,443,184.169.181.217,US,San Jose,中转,20 ms,1232 Mbps,157696 kB/s,157696.0
192.9.139.160,443,192.9.139.160,US,San Jose,中转,25 ms,864 Mbps,110592 kB/s,110592.0
23.94.43.51,443,23.94.43.51,US,Seattle,中转,43 ms,559 Mbps,71577 kB/s,71577.0
35.230.79.26,443,35.212.167.189,US,Seattle,隧道,47 ms,540 Mbps,69222 kB/s,69222.0
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,23 ms,470 Mbps,60211 kB/s,60211.0
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,4 ms,456 Mbps,58470 kB/s,58470.0
18.216.55.100,443,18.216.55.100,US,Columbus,中转,56 ms,389 Mbps,49868 kB/s,49868.0
34.82.76.253,443,34.169.66.96,US,Seattle,隧道,56 ms,372 Mbps,47616 kB/s,47616.0
35.197.23.75,443,35.212.167.189,US,Seattle,隧道,43 ms,336 Mbps,43008 kB/s,43008.0
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,112 ms,206 Mbps,26419 kB/s,26419.0
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,145 ms,164 Mbps,20992 kB/s,20992.0
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,148 ms,163 Mbps,20889 kB/s,20889.0
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,152 ms,140 Mbps,18022 kB/s,18022.0
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,142 ms,48 Mbps,6251 kB/s,6251.0
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,160 ms,48 Mbps,6152 kB/s,6152.0
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,160 ms,45 Mbps,5873 kB/s,5873.0
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,128 ms,43 Mbps,5532 kB/s,5532.0
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,183 ms,29 Mbps,3791 kB/s,3791.0
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,129 ms,21 Mbps,2774 kB/s,2774.0
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,67 ms,2 Mbps,376 kB/s,376.0
129.146.46.164,443,129.146.46.164,327 Mbps,41881 kB/s,,,,,
