中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度,峰值速度数值
43.153.103.203,443,43.153.103.203,US,San Jose,中转,23 ms,1056 Mbps,135168 kB/s,135168.0
184.169.181.217,443,184.169.181.217,US,San Jose,中转,22 ms,1032 Mbps,132096 kB/s,132096.0
43.153.80.208,443,43.153.80.208,US,San Jose,中转,23 ms,960 Mbps,122880 kB/s,122880.0
192.9.139.160,443,192.9.139.160,US,San Jose,中转,18 ms,856 Mbps,109568 kB/s,109568.0
34.82.76.253,443,34.105.33.19,US,Seattle,隧道,42 ms,626 Mbps,80179 kB/s,80179.0
35.230.79.26,443,35.212.184.110,US,Seattle,隧道,38 ms,611 Mbps,78233 kB/s,78233.0
35.197.23.75,443,35.212.184.110,US,Seattle,隧道,37 ms,601 Mbps,77004 kB/s,77004.0
23.94.43.51,443,23.94.43.51,US,Seattle,中转,41 ms,498 Mbps,63795 kB/s,63795.0
18.216.55.100,443,18.216.55.100,US,Columbus,中转,57 ms,392 Mbps,50278 kB/s,50278.0
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,109 ms,208 Mbps,26624 kB/s,26624.0
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,144 ms,179 Mbps,22937 kB/s,22937.0
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,150 ms,157 Mbps,20172 kB/s,20172.0
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,140 ms,142 Mbps,18227 kB/s,18227.0
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,119 ms,49 Mbps,6325 kB/s,6325.0
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,116 ms,45 Mbps,5765 kB/s,5765.0
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,140 ms,43 Mbps,5600 kB/s,5600.0
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,140 ms,41 Mbps,5296 kB/s,5296.0
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,140 ms,38 Mbps,4910 kB/s,4910.0
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,185 ms,34 Mbps,4382 kB/s,4382.0
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,194 ms,27 Mbps,3496 kB/s,3496.0
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,163 ms,13 Mbps,1782 kB/s,1782.0
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,54 ms,6 Mbps,831 kB/s,831.0
